decision_id,task_id,decision_path,director_version,decision_type,selected_role_id,selected_role_version,agent_job_id,status,supersedes_decision_id,requires_human_gate,created_at,activated_at,completed_at,validation_status,notes
DDR-20260727-008,RT-20260727-008,research_control/tasks/RT-20260727-008/DDR-20260727-008.md,director-of-research@0.3.0,task_overlay,theoretical-continuation-selector,0.1.0,AJ-RT-20260727-008-001,completed,DDR-20260727-007,false,2026-07-28T02:04:36Z,2026-07-28T02:04:36Z,2026-07-28T02:23:29Z,PASS,Generation 141 selects one future finite source-transition-kernel construction while leaving P7-T02 active and creating no dynamics adoption promotion proof publication or push authority.
DDR-20260727-007,RT-20260727-007,research_control/tasks/RT-20260727-007/DDR-20260727-007.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260727-007-001,completed,DDR-20260727-006,false,2026-07-27T23:41:33Z,2026-07-28T00:13:22Z,2026-07-28T00:13:22Z,PASS,Generation 140 completes one proposal-only P7-T01 source-matter ontology target and selects one P7-T02 theoretical packet selector after checkpoint with no adoption physical interpretation coupling GR proof publication or push authority.
DDR-20260726-009,RT-20260726-009,research_control/tasks/RT-20260726-009/DDR-20260726-009.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260726-009-001,completed,DDR-20260726-008,false,2026-07-26T21:10:13Z,2026-07-26T21:10:13Z,2026-07-26T21:10:13Z,PASS,Generation 129 selects one Ontology Formalizer P6-T05 theorem-or-obstruction packet and creates no ontology physical metric promotion proof publication or push authority.
DDR-20260726-008,RT-20260726-008,research_control/tasks/RT-20260726-008/DDR-20260726-008.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260726-008-001,completed,DDR-20260726-007,false,2026-07-26T19:35:37Z,2026-07-26T19:35:37Z,2026-07-26T19:35:37Z,PASS,Generation 128 uniquely selects one Validator Engineer traceability-hash synchronization and explicit legacy-validation checkpoint recovery with no P6-T04 reexecution P6-T05 execution scientific promotion proof publication or push.
DDR-20260726-007,RT-20260726-007,research_control/tasks/RT-20260726-007/DDR-20260726-007.md,director-of-research@0.3.0,task_overlay,candidate-constructor,0.2.0,AJ-RT-20260726-007-001,completed,DDR-20260726-006,false,2026-07-26T18:04:11Z,2026-07-26T18:04:11Z,2026-07-26T18:04:11Z,PASS,Generation 127 selects one Candidate Constructor P6-T04 theorem-or-obstruction packet and creates no ontology physical metric calibration promotion proof publication or push authority.
DDR-20260726-006,RT-20260726-006,research_control/tasks/RT-20260726-006/DDR-20260726-006.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260726-006-001,completed,DDR-20260726-005,false,2026-07-26T16:04:01Z,2026-07-26T16:04:01Z,2026-07-26T16:04:01Z,PASS,Generation 125 uniquely selects one Validator Engineer traceability-hash synchronization and cumulative checkpoint recovery with no P6-T03 reexecution P6-T04 execution scientific promotion proof publication or push.
DDR-20260726-005,RT-20260726-005,research_control/tasks/RT-20260726-005/DDR-20260726-005.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260726-005-001,completed,DDR-20260726-004,false,2026-07-26T14:23:48Z,2026-07-26T14:23:48Z,2026-07-26T14:33:44Z,PASS,Generation 124 selects one Ontology Formalizer P6-T03 theorem-or-obstruction packet and creates no ontology metric promotion proof publication or push authority.
DDR-20260726-004,RT-20260726-004,research_control/tasks/RT-20260726-004/DDR-20260726-004.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260726-004-001,completed,DDR-20260726-003,false,2026-07-26T12:26:56Z,2026-07-26T12:26:56Z,2026-07-26T12:26:56Z,PASS,"Generation 123 uniquely selects one Process Integrity Auditor EOF normalization and cumulative checkpoint recovery; no P6-T02 reexecution, P6-T03 execution, scientific promotion, proof, publication, or push."
DDR-20260726-003,RT-20260726-003,research_control/tasks/RT-20260726-003/DDR-20260726-003.md,director-of-research@0.3.0,task_overlay,candidate-constructor,0.2.0,AJ-RT-20260726-003-001,completed,DDR-20260726-002,false,2026-07-26T10:56:59Z,2026-07-26T10:56:59Z,2026-07-26T10:56:59Z,PASS,Selected Candidate Constructor completed the P6-T02 proposal-only source-local characteristic equation principal-polynomial response approximation and scoped controls with physical Gate B blocked and P6-T03 continuation open.
DDR-20260726-002,RT-20260726-002,research_control/tasks/RT-20260726-002/DDR-20260726-002.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260726-002-001,completed,DDR-20260726-001,false,2026-07-26T09:33:36Z,2026-07-26T09:33:36Z,2026-07-26T09:33:36Z,PASS,Selected Ontology Formalizer completed the P6-T01 metric-free target response-support composition theorem exact two-site diagonal-response nonselection theorem precise scoped obstruction and Gate B checklist with open P6-T02 continuation and no adoption.
DDR-20260726-001,RT-20260726-001,research_control/tasks/RT-20260726-001/DDR-20260726-001.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260726-001-001,completed,DDR-20260725-014,false,2026-07-26T07:41:26Z,2026-07-26T07:41:26Z,2026-07-26T07:41:26Z,PASS,"Selected Ontology Formalizer completed the P5-T08 theorem-level synthesis, conditional tangent response, factor-through-amplitude rank theorem, precise scoped source-ontology obstruction, and conditional P6 input with open continuation and no adoption."
DDR-20260725-014,RT-20260725-014,research_control/tasks/RT-20260725-014/DDR-20260725-014.md,director-of-research@0.3.0,task_overlay,smuggling-auditor,0.2.0,AJ-RT-20260725-014-001,completed,DDR-20260725-013,false,2026-07-26T05:25:02Z,2026-07-26T05:25:02Z,2026-07-26T05:25:02Z,PASS,"Selected Smuggling Auditor completed the P5-T07 source-provenance audit, exact counterfamily and relabeling stress, precise scoped obstruction, and local freeze with open future source-extension continuation."
DDR-20260725-013,RT-20260725-013,research_control/tasks/RT-20260725-013/DDR-20260725-013.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260725-013-001,completed,DDR-20260725-012,false,2026-07-26T02:38:13Z,2026-07-26T02:38:13Z,2026-07-26T02:38:13Z,PASS,"Selected Ontology Formalizer completed the candidate-specific P5-T06 source map, approximation ledger, and precise local-reconstruction obstruction with open continuation."
DDR-20260725-012,RT-20260725-012,research_control/tasks/RT-20260725-012/DDR-20260725-012.md,director-of-research@0.3.0,task_overlay,candidate-constructor,0.2.0,AJ-RT-20260725-012-001,completed,DDR-20260725-011,false,2026-07-26T00:43:25Z,2026-07-26T00:43:25Z,2026-07-26T00:43:25Z,PASS,Selected Candidate Constructor completed candidate-specific P5-T05 backgrounds modes stability and one precise reconstruction-phase obstruction with open continuation.
DDR-20260725-011,RT-20260725-011,research_control/tasks/RT-20260725-011/DDR-20260725-011.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260725-011-001,completed,DDR-20260725-010,false,2026-07-25T23:30:00Z,2026-07-25T23:30:00Z,2026-07-25T23:30:00Z,PASS,Selected Validator Engineer completed the exact P10-T08 convergence branch and protected-byte regressions with no scientific change.
DDR-20260725-010,RT-20260725-010,research_control/tasks/RT-20260725-010/DDR-20260725-010.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260725-010-001,completed,DDR-20260725-009,false,2026-07-25T22:00:17Z,2026-07-25T22:00:17Z,2026-07-25T22:00:17Z,PASS,Selected Ontology Formalizer completed candidate-specific P5-T04 structural theorems and one scoped locality obstruction with open continuation.
DDR-20260725-009,RT-20260725-009,research_control/tasks/RT-20260725-009/DDR-20260725-009.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260725-009-001,completed,DDR-20260725-008,false,2026-07-25T20:41:54Z,2026-07-25T20:41:54Z,2026-07-25T20:41:54Z,PASS,Selected Process Integrity Auditor completed exactly four evidence-unique EOF deletions with no scientific change.
DDR-20260725-008,RT-20260725-008,research_control/tasks/RT-20260725-008/DDR-20260725-008.md,director-of-research@0.3.0,task_overlay,candidate-constructor,0.2.0,AJ-RT-20260725-008-001,completed,DDR-20260725-007,false,2026-07-25T19:22:12Z,2026-07-25T19:22:12Z,2026-07-25T19:39:08Z,PASS,Selected Candidate Constructor completed exactly P5-T03 cubic-amplitude source dynamics construction with explicit solution controls and nonconclusions.
DDR-20260725-007,RT-20260725-007,research_control/tasks/RT-20260725-007/DDR-20260725-007.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260725-007-001,completed,DDR-20260725-006,false,2026-07-25T17:28:49Z,2026-07-25T17:28:49Z,2026-07-25T17:46:33Z,PASS,Selected Ontology Formalizer completed exactly P5-T02 source-only Phi_src semantic typing basic laws theorems witnesses exceptional cases and nonconclusions.
DDR-20260725-006,RT-20260725-006,research_control/tasks/RT-20260725-006/DDR-20260725-006.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260725-006-001,completed,DDR-20260725-005,false,2026-07-25T16:05:50Z,2026-07-25T16:05:50Z,2026-07-25T16:17:46Z,PASS,Selected Process Integrity Auditor for the exact RT-005 allowlist-order and interrupted-checkpoint recovery.
DDR-20260725-005,RT-20260725-005,research_control/tasks/RT-20260725-005/DDR-20260725-005.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260725-005-001,completed,DDR-20260725-004,false,2026-07-25T08:48:42Z,2026-07-25T08:48:42Z,2026-07-25T09:12:14Z,PASS,Selected Validator Engineer for the exact sealed staged control-contract and generated-frontier repair.
DDR-20260725-004,RT-20260725-004,research_control/tasks/RT-20260725-004/DDR-20260725-004.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260725-004-001,completed,DDR-20260725-003,false,2026-07-25T07:55:00Z,2026-07-25T07:55:00Z,2026-07-25T08:00:02Z,PASS,Selected Validator Engineer for exactly one taxonomy normalization and one bounded P10 lifecycle compatibility branch.
DDR-20260725-003,RT-20260725-003,research_control/tasks/RT-20260725-003/DDR-20260725-003.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260725-003-001,completed,DDR-20260725-002,false,2026-07-25T06:02:54Z,2026-07-25T06:02:54Z,2026-07-25T06:07:01Z,PASS,Selected Ontology Formalizer for exactly P5-T01 source-only object typing witnesses and fail-closed malformed branches with no physical adoption or promotion.
DDR-20260725-002,RT-20260725-002,research_control/tasks/RT-20260725-002/DDR-20260725-002.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260725-002-001,completed,DDR-20260725-001,false,2026-07-25T03:41:05Z,2026-07-25T03:41:05Z,2026-07-25T04:18:28Z,PASS,Generation 107 completes one exact Validator Engineer recovery for the five recorded dependent contracts with no scientific authority expansion.
DDR-20260724-010,RT-20260724-010,research_control/tasks/RT-20260724-010/DDR-20260724-010.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260724-010-001,completed,DDR-20260724-009,false,2026-07-24T23:57:27Z,2026-07-24T23:57:27Z,2026-07-25T00:20:26Z,PASS,The exact P4-T05 protected boundary was integrated without physical promotion; the decision and one-job overlay are exhausted.
DDR-20260725-001,RT-20260725-001,research_control/tasks/RT-20260725-001/DDR-20260725-001.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260725-001-001,completed,DDR-20260724-010,false,2026-07-25T01:54:39Z,2026-07-25T01:54:39Z,2026-07-25T03:13:37Z,PASS,Generation 106 completed one exact Validator Engineer recovery with no scientific authority expansion; dependent repository-contract drift blocks checkpoint.
DDR-20260724-009,RT-20260724-009,research_control/tasks/RT-20260724-009/DDR-20260724-009.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260724-009-001,completed,DDR-20260724-008,false,2026-07-24T22:20:24Z,2026-07-24T22:20:24Z,2026-07-24T22:35:23Z,PASS,The exact lifecycle-layer reconciliation passed and is ready for one checkpoint; P4-T06 remains unexecuted.
DDR-20260724-008,RT-20260724-008,research_control/tasks/RT-20260724-008/DDR-20260724-008.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260724-008-001,completed,DDR-20260724-007,false,2026-07-24T20:50:40Z,2026-07-24T20:50:40Z,2026-07-24T21:46:11Z,FAIL,Exact allowlist parity passed but the precheckpoint staged audit exposed historical handoff-0857 dependency-state drift; no checkpoint invoked.
DDR-20260724-007,RT-20260724-007,research_control/tasks/RT-20260724-007/DDR-20260724-007.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260724-007-001,completed,DDR-20260724-006,false,2026-07-24T18:55:34Z,2026-07-24T18:55:34Z,2026-07-24T20:13:35Z,FAIL,Validator Engineer preserved the four-finding recovery but the only checkpoint exposed active-job allowlist contract drift and created no commit.
DDR-20260724-006,RT-20260724-006,research_control/tasks/RT-20260724-006/DDR-20260724-006.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260724-006-001,completed,DDR-20260724-005,false,2026-07-24T17:28:18Z,2026-07-24T17:28:18Z,2026-07-24T18:27:12Z,FAIL,Exact-path policy passed but the only checkpoint failed the repository test shard and created no commit.
DDR-20260724-005,RT-20260724-005,research_control/tasks/RT-20260724-005/DDR-20260724-005.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260724-005-001,completed,DDR-20260724-004,false,2026-07-24T16:00:01Z,2026-07-24T16:00:01Z,2026-07-24T16:46:54Z,FAIL,Admission repair passed but the only checkpoint failed staged Git diff checking on six immutable hash-bound blank-at-EOF findings.
DDR-20260724-004,RT-20260724-004,research_control/tasks/RT-20260724-004/DDR-20260724-004.md,director-of-research@0.3.0,registered_role,gate-chair,0.1.0,AJ-RT-20260724-004-001,blocked,DDR-20260724-003,false,2026-07-24T14:39:10Z,2026-07-24T14:39:10Z,2026-07-24T14:39:10Z,FAIL,Selected gate-chair for exact P4-T05 continuum-first research-architecture verdict under approval-20260724-001; payload completed but checkpoint is blocked by the prospective ordinary-route protected-human-override admission gap.
DDR-20260724-003,RT-20260724-003,research_control/tasks/RT-20260724-003/DDR-20260724-003.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260724-003-001,completed,DDR-20260724-002,false,2026-07-24T09:20:09Z,2026-07-24T09:20:09Z,2026-07-24T09:34:49Z,PASS,Selected Validator Engineer completed the bounded P13-T06 environment reproduction with every measured gate passing and no scientific authority change.
DDR-20260724-002,RT-20260724-002,research_control/tasks/RT-20260724-002/DDR-20260724-002.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260724-002-001,completed,DDR-20260724-001,false,2026-07-24T07:45:06Z,2026-07-24T07:45:06Z,2026-07-24T08:09:35Z,PASS,Selected Validator Engineer completed the bounded P13-T05 assurance implementation with every measured and repository precheckpoint gate passing and no scientific authority change.
DDR-20260724-001,RT-20260724-001,research_control/tasks/RT-20260724-001/DDR-20260724-001.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260724-001-001,completed,DDR-20260723-020,false,2026-07-24T06:38:28Z,2026-07-24T06:38:28Z,2026-07-24T06:38:28Z,PASS,Selected Validator Engineer preserved P13-T04 payload bytes synchronized generated frontiers and passed all precheckpoint gates without scientific authority change.
DDR-20260723-020,RT-20260723-020,research_control/tasks/RT-20260723-020/DDR-20260723-020.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260723-020-001,blocked,DDR-20260723-019,false,2026-07-24T05:27:33Z,2026-07-24T05:27:33Z,2026-07-24T05:44:42Z,FAIL,Selected Validator Engineer implemented the bounded P13-T04 payload; precheckpoint generated current and compact frontier synchronization requires one fresh recovery before checkpoint.
DDR-20260723-019,RT-20260723-019,research_control/tasks/RT-20260723-019/DDR-20260723-019.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260723-019-001,completed,DDR-20260723-018,false,2026-07-24T04:14:10Z,2026-07-24T04:14:10Z,2026-07-24T04:26:32Z,PASS,Selected Validator Engineer completed the exact P13-T03 packaging contract clean hash installation and focused validation with no scientific authority change.
DDR-20260723-018,RT-20260723-018,research_control/tasks/RT-20260723-018/DDR-20260723-018.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260723-018-001,completed,DDR-20260723-017,false,2026-07-24T03:08:35Z,2026-07-24T03:08:35Z,2026-07-24T03:16:06Z,PASS,Selected Process Integrity Auditor completed the fixed local burn-in and issued a live cutover hold with legacy authority unchanged.
DDR-20260723-017,RT-20260723-017,research_control/tasks/RT-20260723-017/DDR-20260723-017.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260723-017-001,completed,DDR-20260723-016,false,2026-07-24T01:46:00Z,2026-07-24T01:46:00Z,2026-07-24T02:00:31Z,PASS,Selected Process Integrity Auditor added the exact FOLDER_MAP.md coverage preserved the cumulative transaction and prepared one governed checkpoint with no validation or scientific semantics change.
DDR-20260723-016,RT-20260723-016,research_control/tasks/RT-20260723-016/DDR-20260723-016.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260723-016-001,blocked,DDR-20260723-015,false,2026-07-24T00:34:19Z,2026-07-24T00:34:19Z,2026-07-24T01:12:58Z,FAIL,Selected Validator Engineer restored the RT-015 explicit taxonomy but the only checkpoint failed closed on missing FOLDER_MAP.md generated-derivative coverage in RT-016 documentation impact; fresh exact recovery is required.
DDR-20260723-015,RT-20260723-015,research_control/tasks/RT-20260723-015/DDR-20260723-015.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260723-015-001,blocked,DDR-20260723-014,false,2026-07-23T23:27:47Z,2026-07-23T23:27:47Z,2026-07-23T23:33:40Z,FAIL,Selected Validator Engineer completed the reseal payload but the only checkpoint failed closed on the missing RT-20260723-015 title and explicit task_taxonomy fields; fresh exact recovery is required.
DDR-20260723-014,RT-20260723-014,research_control/tasks/RT-20260723-014/DDR-20260723-014.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260723-014-001,completed,DDR-20260723-013,false,2026-07-23T22:21:12Z,2026-07-23T22:21:12Z,2026-07-23T22:26:02Z,PASS,Selected Validator Engineer isolated the no-signal skill-contract fixture with resolver semantics intentional live-signal tests P12-T07 evidence and scientific boundaries unchanged
DDR-20260723-012,RT-20260723-012,research_control/tasks/RT-20260723-012/DDR-20260723-012.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260723-012-001,completed,DDR-20260723-011,false,2026-07-23T19:28:26Z,2026-07-23T19:28:26Z,2026-07-23T19:28:27Z,PASS,Selected Validator Engineer restored the source-defined P12-T06 research-control contract fields and parity without changing validator dashboard or scientific semantics; one checkpoint remains pending
DDR-20260723-013,RT-20260723-013,research_control/tasks/RT-20260723-013/DDR-20260723-013.md,director-of-research@0.3.0,task_overlay,external-red-team-reviewer,0.1.0,AJ-RT-20260723-013-001,completed,DDR-20260723-012,false,2026-07-23T20:19:27Z,2026-07-23T20:19:27Z,2026-07-23T20:36:23Z,PASS,Selected External Red-Team Reviewer completed P12-T07 with calibrated causal limits two-child synthesis and an exact separate P12-T05 generated-artifact-drift signal
DDR-20260723-011,RT-20260723-011,research_control/tasks/RT-20260723-011/DDR-20260723-011.md,director-of-research@0.3.0,task_overlay,project-control-maintainer,0.2.0,AJ-RT-20260723-011-001,blocked,DDR-20260723-010,false,2026-07-23T18:31:14Z,2026-07-23T18:31:14Z,2026-07-23T18:58:05Z,FAIL,Selected Project-Control Maintainer completed the bounded P12-T06 payload but the only checkpoint failed closed on sixteen sealed research-control contract and parity findings; fresh validator-engineer recovery required
DDR-20260723-010,RT-20260723-010,research_control/tasks/RT-20260723-010/DDR-20260723-010.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260723-010-001,completed,DDR-20260723-009,false,2026-07-23T17:22:12Z,2026-07-23T17:22:12Z,2026-07-23T17:31:49Z,PASS,Completed exact two-byte handoff-0842 Markdown identity recovery with protected bytes unchanged and one governed checkpoint pending
DDR-20260723-009,RT-20260723-009,research_control/tasks/RT-20260723-009/DDR-20260723-009.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260723-009-001,completed,DDR-20260723-008,false,2026-07-23T16:08:48Z,2026-07-23T16:08:48Z,2026-07-23T16:53:37Z,FAIL,Exact parity recovery passed but the single checkpoint failed closed on the distinct Handoff 0842 Markdown identity-literal defect
DDR-20260723-008,RT-20260723-008,research_control/tasks/RT-20260723-008/DDR-20260723-008.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260723-008-001,completed,DDR-20260723-007,false,2026-07-23T15:04:08Z,2026-07-23T15:04:08Z,2026-07-23T15:35:11Z,FAIL,Exact content-address recovery passed but the only checkpoint failed closed on one punctuation-only RT-008 role-registry authority_delta_summary parity defect
DDR-20260723-007,RT-20260723-007,research_control/tasks/RT-20260723-007/DDR-20260723-007.md,project-system-director@0.2.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260723-007-001,completed,DDR-20260723-006,false,2026-07-23T13:36:01Z,2026-07-23T13:36:01Z,2026-07-23T14:34:49Z,FAIL,Exact identity and EOF recovery passed but the only checkpoint failed closed on a distinct P10-T05 event-store architecture dependency
DDR-20260723-006,RT-20260723-006,research_control/tasks/RT-20260723-006/DDR-20260723-006.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260723-006-001,completed,DDR-20260723-005,false,2026-07-23T12:17:43Z,2026-07-23T12:17:43Z,2026-07-23T12:59:07Z,FAIL,Warning contract passed but the only checkpoint invocation failed staged git diff checking on four EOF findings
DDR-20260723-005,RT-20260723-005,research_control/tasks/RT-20260723-005/DDR-20260723-005.md,project-system-director@0.2.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260723-005-001,blocked,DDR-20260723-004,false,2026-07-23T11:03:47Z,2026-07-23T11:03:47Z,2026-07-23T11:43:31Z,FAIL,Exact generation-71 classifier recovery passed but a distinct ordinary-route warning-contract validation blocker prevented checkpoint invocation
DDR-20260723-004,RT-20260723-004,research_control/tasks/RT-20260723-004/DDR-20260723-004.md,director-of-research@0.3.0,task_overlay,project-control-maintainer,0.2.0,AJ-RT-20260723-004-001,blocked,DDR-20260723-003,false,2026-07-23T09:27:55Z,2026-07-23T09:27:55Z,2026-07-23T10:25:43Z,FAIL,P12-T05 implementation passed but the checkpoint planner rejected six exact unknown governed paths before staging and a separately governed classifier recovery is required
DDR-20260723-003,RT-20260723-003,research_control/tasks/RT-20260723-003/DDR-20260723-003.md,director-of-research@0.3.0,task_overlay,ontology-formalizer,0.2.0,AJ-RT-20260723-003-001,completed,DDR-20260723-002,false,2026-07-23T08:03:09Z,2026-07-23T08:03:09Z,2026-07-23T08:38:21Z,PASS,Completed exact generation-68 P15-T03 theorem-manuscript integration and selected P12-T05 without scientific or protected-authority change
DDR-20260722-015,RT-20260722-015,research_control/tasks/RT-20260722-015/DDR-20260722-015.md,director-of-research@0.3.0,task_overlay,project-control-maintainer,0.2.0,AJ-RT-20260722-015-001,completed,DDR-20260722-014,false,2026-07-22T19:00:53Z,2026-07-22T19:00:53Z,2026-07-22T19:23:31Z,PASS,Completed exact P12-T04 prospective ordinary-route guard exception evidence and P14-T01 selection without scientific result or protected authority
DDR-20260722-014,RT-20260722-014,research_control/tasks/RT-20260722-014/DDR-20260722-014.md,director-of-research@0.3.0,task_overlay,project-control-maintainer,0.2.0,AJ-RT-20260722-014-001,completed,DDR-20260722-013,false,2026-07-22T18:10:44Z,2026-07-22T18:10:44Z,2026-07-22T18:25:46Z,PASS,Completed exact P12-T03 dual-budget separation dashboard and hard accounting integrity without physics result route-guard or protected authority
DDR-20260722-013,RT-20260722-013,research_control/tasks/RT-20260722-013/DDR-20260722-013.md,director-of-research@0.3.0,task_overlay,project-control-maintainer,0.2.0,AJ-RT-20260722-013-001,completed,DDR-20260722-012,false,2026-07-22T17:25:51Z,2026-07-22T17:25:51Z,2026-07-22T17:38:53Z,PASS,Completed exact P12-T02 prospective family-freeze evidence reopening and distinct-branch preservation with no theorem truth global no-go or protected authority
DDR-20260722-012,RT-20260722-012,research_control/tasks/RT-20260722-012/DDR-20260722-012.md,director-of-research@0.3.0,task_overlay,project-control-maintainer,0.2.0,AJ-RT-20260722-012-001,completed,DDR-20260722-011,false,2026-07-22T16:31:01Z,2026-07-22T16:31:01Z,2026-07-22T16:43:56Z,PASS,Completed exact P12-T01 prospective admission policy schema evaluator validator and context integration with historical readability no theorem truth and no protected authority
DDR-20260722-011,RT-20260722-011,research_control/tasks/RT-20260722-011/DDR-20260722-011.md,director-of-research@0.3.0,task_overlay,process-integrity-auditor,0.1.0,AJ-RT-20260722-011-001,completed,DDR-20260722-010,false,2026-07-22T15:39:03Z,2026-07-22T15:39:03Z,2026-07-22T15:47:40Z,PASS,Completed exact P11-T08 non-regression audit with twelve critical passes two preserved repair obligations bounded guarded rollout unattended automation freeze no scientific authority change and P12-T01 selected but unexecuted
DDR-20260722-010,RT-20260722-010,research_control/tasks/RT-20260722-010/DDR-20260722-010.md,director-of-research@0.3.0,task_overlay,external-red-team-reviewer,0.1.0,AJ-RT-20260722-010-001,completed,DDR-20260722-009,false,2026-07-22T14:21:13Z,2026-07-22T14:21:13Z,2026-07-22T14:38:32Z,PASS,Completed exact P11-T07 bounded internal review pilot with preserved disagreements finite missing-assumption witness no external or independent standing and P11-T08 selected but unexecuted
DDR-20260722-009,RT-20260722-009,research_control/tasks/RT-20260722-009/DDR-20260722-009.md,director-of-research@0.3.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260722-009-001,completed,DDR-20260722-008,false,2026-07-22T13:33:51Z,2026-07-22T13:33:51Z,2026-07-22T13:33:51Z,PASS,Completed exact P11-T03 proof-evidence schema trust policy adapter migration fixtures and tests with no proof physical interpretation ontology review replication science delta or promotion authority and P11-T07 selected but unexecuted
DDR-20260722-008,RT-20260722-008,research_control/tasks/RT-20260722-008/DDR-20260722-008.md,director-of-research@0.3.0,task_overlay,project-control-maintainer,0.2.0,AJ-RT-20260722-008-001,completed,DDR-20260722-007,false,2026-07-22T12:44:29Z,2026-07-22T12:44:29Z,2026-07-22T12:49:00Z,PASS,Completed exact P11-T06 five-axis reviewer metrics with six synthetic records thirteen disagreements thirteen unresolved conflicts five false-consensus flags no review or truth authority and P11-T03 selected but unexecuted
DDR-20260722-007,RT-20260722-007,research_control/tasks/RT-20260722-007/DDR-20260722-007.md,director-of-research@0.3.0,task_overlay,project-control-maintainer,0.2.0,AJ-RT-20260722-007-001,completed,DDR-20260722-006,false,2026-07-22T11:48:27Z,2026-07-22T11:48:27Z,2026-07-22T11:58:12Z,PASS,Completed exact P11-T05 positive-provenance policy with seven dimensions two gate profiles twenty-seven fixtures scoped-candidate preservation no review or protected authority and P11-T06 selected but unexecuted
DDR-20260722-006,RT-20260722-006,research_control/tasks/RT-20260722-006/DDR-20260722-006.md,director-of-research@0.3.0,task_overlay,validator-engineer,0.2.0,AJ-RT-20260722-006-001,completed,DDR-20260722-005,false,2026-07-22T11:00:32Z,2026-07-22T11:00:32Z,2026-07-22T11:11:36Z,PASS,Completed exact P11-T04 semantic-smuggling suite with nineteen deterministic fixtures eight classes eleven lexical misses zero bounded-probe fixture errors no production-policy or science change and P11-T05 selected but unexecuted
